FileName,Intercept,umol.L.sec,Temp.C
LIMEAIDE_light_ch1_blank_a_6_3_24_O2,226.88875820197043,-0.0044931773399014266,28.21103125
LIMEAIDE_light_ch1_blank_d_6_4_24_O2,226.38001684668976,-0.003953083623693303,28.382868852459016
LIMEAIDE_light_ch2_3_a_6_3_24_O2,275.6502950054734,0.045388081554460946,28.22646875
LIMEAIDE_light_ch2_5_d_6_4_24_O2,235.86907538277504,0.017431042378673992,28.58549180327869
LIMEAIDE_light_ch3_4_a_6_3_24_O2,305.2050967669172,0.062746090225564,28.109875
LIMEAIDE_light_ch3_6_d_6_4_24_O2,303.13832513602244,0.04788049249530959,28.42695081967213
LIMEAIDE_light_ch4_4_c_6_3_24_O2,246.63192960096328,0.024977863777089684,28.12584375
LIMEAIDE_light_ch4_6_e_6_4_24_O2,212.3641200015123,0.0343680937256936,28.38216393442623
LIMEAIDE_light_ch5_blank_c_6_3_24_O2,208.44683924501425,-0.004477625152625168,28.0579375
LIMEAIDE_light_ch5_blank_e_6_4_24_O2,207.29906681451618,-0.007369233870967756,28.363704918032788
LIMEAIDE_light_ch6_3_c_6_3_24_O2,328.71789177233956,0.049264549499443915,28.0295625
LIMEAIDE_light_ch6_5_e_6_4_24_O2,277.95232858870975,0.02938995967741926,28.4677868852459
LIMEAIDE_light_ch7_4_d_6_3_24_O2,327.2608164637681,0.06002295652173912,28.162625
LIMEAIDE_light_ch7_6_f_6_4_24_O2,252.62547528225815,0.052271491935483826,28.454573770491802
LIMEAIDE_light_ch8_blank_d_6_3_24_O2,219.3398244800219,-0.0035313765736179024,28.20503125
LIMEAIDE_light_ch8_blank_f_6_4_24_O2,219.89124720919318,-0.005387828330206346,28.451295081967213
LIMEAIDE_light_ch9_3_d_6_3_24_O2,352.7465156060607,0.09891772727272714,28.0660625
LIMEAIDE_light_ch9_blank_f_6_4_24_O2,261.7375208052459,0.0033454336271713844,28.319803278688525
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
